Polyelectrolytes;D01.248.249
Sodium-Hydrogen Antiporter;D12.776.543.585.450.162.775
Sodium-Potassium-Exchanging ATPase;D12.776.543.585.450.162.800
Vesicular Neurotransmitter Transport Proteins;D12.776.543.585.450.162.887
Vesicular Biogenic Amine Transport Proteins;D12.776.543.585.450.162.887.500
Vesicular Acetylcholine Transport Proteins;D12.776.543.585.450.162.887.500.249
Vesicular Monoamine Transport Proteins;D12.776.543.585.450.162.887.500.500
Vesicular Glutamate Transport Proteins;D12.776.543.585.450.162.887.625
Vesicular Glutamate Transport Protein 1;D12.776.543.585.450.162.887.625.500
Vesicular Glutamate Transport Protein 2;D12.776.543.585.450.162.887.625.750
Vesicular Inhibitory Amino Acid Transport Proteins;D12.776.543.585.450.162.887.750
Cation Transport Proteins;D12.776.543.585.450.250
Arsenite Transporting ATPases;D12.776.543.585.450.250.249
Calcium-Transporting ATPases;D12.776.543.585.450.250.500
Plasma Membrane Calcium-Transporting ATPases;D12.776.543.585.450.250.500.249
Sarcoplasmic Reticulum Calcium-Transporting ATPases;D12.776.543.585.450.250.500.500
Organic Cation Transport Proteins;D12.776.543.585.450.250.812
Organic Cation Transporter 1;D12.776.543.585.450.250.812.500
Proton Pumps;D12.776.543.585.450.250.875
Bacteriorhodopsins;D12.776.543.585.450.250.875.249
Cytochrome b6f Complex;D12.776.543.585.450.250.875.311
Cytochromes b6;D12.776.543.585.450.250.875.311.500
Cytochromes f;D12.776.543.585.450.250.875.311.750
Plastoquinol-Plastocyanin Reductase;D12.776.543.585.450.250.875.311.875
Electron Transport Complex I;D12.776.543.585.450.250.875.437
Electron Transport Complex III;D12.776.543.585.450.250.875.468
Electron Transport Complex IV;D12.776.543.585.450.250.875.484
Inorganic Pyrophosphatase;D12.776.543.585.450.250.875.487
Photosystem I Protein Complex;D12.776.543.585.450.250.875.492
Proton-Translocating ATPases;D12.776.543.585.450.250.875.500
Bacterial Proton-Translocating ATPases;D12.776.543.585.450.250.875.500.249
Chloroplast Proton-Translocating ATPases;D12.776.543.585.450.250.875.500.500
H(+)-K(+)-Exchanging ATPase;D12.776.543.585.450.250.875.500.625
Mitochondrial Proton-Translocating ATPases;D12.776.543.585.450.250.875.500.750
Vacuolar Proton-Translocating ATPases;D12.776.543.585.450.250.875.500.875
Sodium-Potassium-Exchanging ATPase;D12.776.543.585.450.250.890
SLC4A Proteins;D12.776.543.585.450.437
Chloride-Bicarbonate Antiporters;D12.776.543.585.450.437.249
Anion Exchange Protein 1, Erythrocyte;D12.776.543.585.450.437.249.500
Sodium-Bicarbonate Symporters;D12.776.543.585.450.437.500
Symporters;D12.776.543.585.450.625
Dopamine Plasma Membrane Transport Proteins;D12.776.543.585.450.625.124
GABA Plasma Membrane Transport Proteins;D12.776.543.585.450.625.139
Glutamate Plasma Membrane Transport Proteins;D12.776.543.585.450.625.147
Excitatory Amino Acid Transporter 1;D12.776.543.585.450.625.147.500
Excitatory Amino Acid Transporter 2;D12.776.543.585.450.625.147.750
Excitatory Amino Acid Transporter 3;D12.776.543.585.450.625.147.875
Excitatory Amino Acid Transporter 4;D12.776.543.585.450.625.147.937
Excitatory Amino Acid Transporter 5;D12.776.543.585.450.625.147.968
Glycine Plasma Membrane Transport Proteins;D12.776.543.585.450.625.155
Norepinephrine Plasma Membrane Transport Proteins;D12.776.543.585.450.625.186
Proton-Coupled Folate Transporter;D12.776.543.585.450.625.217
Proton-Phosphate Symporters;D12.776.543.585.450.625.249
Serotonin Plasma Membrane Transport Proteins;D12.776.543.585.450.625.374
Sodium-Bicarbonate Symporters;D12.776.543.585.450.625.500
Sodium-Coupled Vitamin C Transporters;D12.776.543.585.450.625.531
Sodium-Glucose Transport Proteins;D12.776.543.585.450.625.562
Sodium-Glucose Transporter 1;D12.776.543.585.450.625.562.500
Sodium-Glucose Transporter 2;D12.776.543.585.450.625.562.750
Sodium-Phosphate Cotransporter Proteins;D12.776.543.585.450.625.625
Sodium-Phosphate Cotransporter Proteins, Type I;D12.776.543.585.450.625.625.500
Sodium-Phosphate Cotransporter Proteins, Type II;D12.776.543.585.450.625.625.750
Sodium-Phosphate Cotransporter Proteins, Type IIa;D12.776.543.585.450.625.625.750.124
Sodium-Phosphate Cotransporter Proteins, Type IIb;D12.776.543.585.450.625.625.750.249
Sodium-Phosphate Cotransporter Proteins, Type IIc;D12.776.543.585.450.625.625.750.500
Sodium-Phosphate Cotransporter Proteins, Type III;D12.776.543.585.450.625.625.875
Sodium-Potassium-Chloride Symporters;D12.776.543.585.450.625.750
Solute Carrier Family 12, Member 1;D12.776.543.585.450.625.750.500
Solute Carrier Family 12, Member 2;D12.776.543.585.450.625.750.625
Solute Carrier Family 12, Member 4;D12.776.543.585.450.625.750.875
Mitochondrial Membrane Transport Proteins;D12.776.543.585.475
Mitochondrial ADP, ATP Translocases;D12.776.543.585.475.500
Adenine Nucleotide Translocator 1;D12.776.543.585.475.500.100
Adenine Nucleotide Translocator 2;D12.776.543.585.475.500.200
Adenine Nucleotide Translocator 3;D12.776.543.585.475.500.300
Mitochondrial Proton-Translocating ATPases;D12.776.543.585.475.625
Mitochondrial Uncoupling Proteins;D12.776.543.585.475.688
Uncoupling Protein 1;D12.776.543.585.475.688.500
Uncoupling Protein 2;D12.776.543.585.475.688.750
Uncoupling Protein 3;D12.776.543.585.475.688.875
Voltage-Dependent Anion Channel 1;D12.776.543.585.475.750
Voltage-Dependent Anion Channel 2;D12.776.543.585.475.875
Monosaccharide Transport Proteins;D12.776.543.585.500
Glucose Transport Proteins, Facilitative;D12.776.543.585.500.500
Glucose Transporter Type 1;D12.776.543.585.500.500.500
Glucose Transporter Type 2;D12.776.543.585.500.500.750
Glucose Transporter Type 3;D12.776.543.585.500.500.875
Glucose Transporter Type 4;D12.776.543.585.500.500.937
Glucose Transporter Type 5;D12.776.543.585.500.500.968
Sodium-Glucose Transport Proteins;D12.776.543.585.500.750
Sodium-Glucose Transporter 1;D12.776.543.585.500.750.500
Sodium-Glucose Transporter 2;D12.776.543.585.500.750.750
Neurotransmitter Transport Proteins;D12.776.543.585.562
Plasma Membrane Neurotransmitter Transport Proteins;D12.776.543.585.562.374
Catecholamine Plasma Membrane Transport Proteins;D12.776.543.585.562.374.500
Dopamine Plasma Membrane Transport Proteins;D12.776.543.585.562.374.500.500
Norepinephrine Plasma Membrane Transport Proteins;D12.776.543.585.562.374.500.750
GABA Plasma Membrane Transport Proteins;D12.776.543.585.562.374.750
Glutamate Plasma Membrane Transport Proteins;D12.776.543.585.562.374.781
Excitatory Amino Acid Transporter 1;D12.776.543.585.562.374.781.500
Excitatory Amino Acid Transporter 2;D12.776.543.585.562.374.781.750
Excitatory Amino Acid Transporter 3;D12.776.543.585.562.374.781.781
Excitatory Amino Acid Transporter 4;D12.776.543.585.562.374.781.812
Excitatory Amino Acid Transporter 5;D12.776.543.585.562.374.781.875
Glycine Plasma Membrane Transport Proteins;D12.776.543.585.562.374.812
Serotonin Plasma Membrane Transport Proteins;D12.776.543.585.562.374.875
Vesicular Neurotransmitter Transport Proteins;D12.776.543.585.562.750
Vesicular Biogenic Amine Transport Proteins;D12.776.543.585.562.750.500
Vesicular Acetylcholine Transport Proteins;D12.776.543.585.562.750.500.249
Vesicular Monoamine Transport Proteins;D12.776.543.585.562.750.500.500
Vesicular Glutamate Transport Proteins;D12.776.543.585.562.750.625
Vesicular Glutamate Transport Protein 1;D12.776.543.585.562.750.625.500
Vesicular Glutamate Transport Protein 2;D12.776.543.585.562.750.625.750
Vesicular Inhibitory Amino Acid Transport Proteins;D12.776.543.585.562.750.750
Nucleobase, Nucleoside, Nucleotide, and Nucleic Acid Transport Proteins;D12.776.543.585.625
Nucleobase Transport Proteins;D12.776.543.585.625.500
Nucleoside Transport Proteins;D12.776.543.585.625.750
Equilibrative Nucleoside Transport Proteins;D12.776.543.585.625.750.500
Equilibrative Nucleoside Transporter 1;D12.776.543.585.625.750.500.500
Equilibrative-Nucleoside Transporter 2;D12.776.543.585.625.750.500.750
Nucleotide Transport Proteins;D12.776.543.585.625.875
Mitochondrial ADP, ATP Translocases;D12.776.543.585.625.875.500
Adenine Nucleotide Translocator 1;D12.776.543.585.625.875.500.100
Adenine Nucleotide Translocator 2;D12.776.543.585.625.875.500.200
Adenine Nucleotide Translocator 3;D12.776.543.585.625.875.500.300
Nucleocytoplasmic Transport Proteins;D12.776.543.585.750
Aryl Hydrocarbon Receptor Nuclear Translocator;D12.776.543.585.750.100
Cellular Apoptosis Susceptibility Protein;D12.776.543.585.750.200
Karyopherins;D12.776.543.585.750.500
alpha Karyopherins;D12.776.543.585.750.500.100
beta Karyopherins;D12.776.543.585.750.500.249
Nuclear Pore Complex Proteins;D12.776.543.585.750.625
Period Circadian Proteins;D12.776.543.585.750.687
ran GTP-Binding Protein;D12.776.543.585.750.750
SEC Translocation Channels;D12.776.543.585.875
Solute Carrier Proteins;D12.776.543.585.937
Amino Acid Transport System X-AG;D12.776.543.585.937.250
Glutamate Plasma Membrane Transport Proteins;D12.776.543.585.937.250.500
Excitatory Amino Acid Transporter 1;D12.776.543.585.937.250.500.500
Excitatory Amino Acid Transporter 2;D12.776.543.585.937.250.500.750
Excitatory Amino Acid Transporter 3;D12.776.543.585.937.250.500.875
Excitatory Amino Acid Transporter 4;D12.776.543.585.937.250.500.937
Excitatory Amino Acid Transporter 5;D12.776.543.585.937.250.500.968
Amino Acid Transport System y+L;D12.776.543.585.937.313
Antigens, CD98;D12.776.543.585.937.313.500
Antigens, CD98 Heavy Chain;D12.776.543.585.937.313.500.250
Antigens, CD98 Light Chains;D12.776.543.585.937.313.500.625
Large Neutral Amino Acid-Transporter 1;D12.776.543.585.937.313.500.625.500
Amino Acid Transport System y+;D12.776.543.585.937.375
Cationic Amino Acid Transporter 1;D12.776.543.585.937.375.200
Cationic Amino Acid Transporter 2;D12.776.543.585.937.375.300
Dopamine Plasma Membrane Transport Proteins;D12.776.543.585.937.500
Equilibrative Nucleoside Transport Proteins;D12.776.543.585.937.563
Equilibrative Nucleoside Transporter 1;D12.776.543.585.937.563.500
Equilibrative-Nucleoside Transporter 2;D12.776.543.585.937.563.750
Glucose Transport Proteins, Facilitative;D12.776.543.585.937.625
Glucose Transporter Type 1;D12.776.543.585.937.625.500
Glucose Transporter Type 2;D12.776.543.585.937.625.750
Glucose Transporter Type 3;D12.776.543.585.937.625.875
Glucose Transporter Type 4;D12.776.543.585.937.625.937
Glucose Transporter Type 5;D12.776.543.585.937.625.968
Mitochondrial ADP, ATP Translocases;D12.776.543.585.937.688
Adenine Nucleotide Translocator 1;D12.776.543.585.937.688.100
Adenine Nucleotide Translocator 2;D12.776.543.585.937.688.200
Adenine Nucleotide Translocator 3;D12.776.543.585.937.688.300
Mitochondrial Uncoupling Proteins;D12.776.543.585.937.696
Uncoupling Protein 1;D12.776.543.585.937.696.500
Uncoupling Protein 2;D12.776.543.585.937.696.750
Uncoupling Protein 3;D12.776.543.585.937.696.875
Norepinephrine Plasma Membrane Transport Proteins;D12.776.543.585.937.700
Solute Carrier Organic Anion Transporter Family Member 1b1;D12.776.543.585.937.704
Organic Anion Transport Protein 1;D12.776.543.585.937.719
Organic Cation Transporter 1;D12.776.543.585.937.727
Proton-Coupled Folate Transporter;D12.776.543.585.937.735
Reduced Folate Carrier Protein;D12.776.543.585.937.743
Serotonin Plasma Membrane Transport Proteins;D12.776.543.585.937.747
SLC4A Proteins;D12.776.543.585.937.750
Chloride-Bicarbonate Antiporters;D12.776.543.585.937.750.249
Anion Exchange Protein 1, Erythrocyte;D12.776.543.585.937.750.249.500
Sodium-Bicarbonate Symporters;D12.776.543.585.937.750.500
Sodium-Coupled Vitamin C Transporters;D12.776.543.585.937.813
Sodium-Glucose Transporter 1;D12.776.543.585.937.821
Sodium-Glucose Transporter 2;D12.776.543.585.937.825
Sodium-Phosphate Cotransporter Proteins, Type II;D12.776.543.585.937.829
Sodium-Phosphate Cotransporter Proteins, Type IIa;D12.776.543.585.937.829.124
Sodium-Phosphate Cotransporter Proteins, Type IIb;D12.776.543.585.937.829.249
Sodium-Phosphate Cotransporter Proteins, Type IIc;D12.776.543.585.937.829.500
Sodium-Phosphate Cotransporter Proteins, Type III;D12.776.543.585.937.844
Sodium-Potassium-Chloride Symporters;D12.776.543.585.937.875
Solute Carrier Family 12, Member 1;D12.776.543.585.937.875.500
Solute Carrier Family 12, Member 2;D12.776.543.585.937.875.625
Solute Carrier Family 12, Member 3;D12.776.543.585.937.875.750
Solute Carrier Family 12, Member 4;D12.776.543.585.937.875.875
Mitochondrial Trifunctional Protein;D12.776.543.602
Mitochondrial Trifunctional Protein, alpha Subunit;D12.776.543.602.200
Mitochondrial Trifunctional Protein, beta Subunit;D12.776.543.602.500
Myelin Proteins;D12.776.543.620
Myelin and Lymphocyte-Associated Proteolipid Proteins;D12.776.543.620.264
Myelin-Associated Glycoprotein;D12.776.543.620.530
Myelin Basic Protein;D12.776.543.620.540
Myelin-Oligodendrocyte Glycoprotein;D12.776.543.620.550
Myelin P0 Protein;D12.776.543.620.570
Myelin P2 Protein;D12.776.543.620.575
Myelin Proteolipid Protein;D12.776.543.620.580
Nogo Proteins;D12.776.543.620.738
Oligodendrocyte-Myelin Glycoprotein;D12.776.543.620.895
Neurofibromin 2;D12.776.543.685
Phospholipid Transfer Proteins;D12.776.543.693
Pore Forming Cytotoxic Proteins;D12.776.543.695
Antimicrobial Cationic Peptides;D12.776.543.695.054
Cathelicidins;D12.776.543.695.054.099
Cecropins;D12.776.543.695.054.149
Defensins;D12.776.543.695.054.200
alpha-Defensins;D12.776.543.695.054.200.050
beta-Defensins;D12.776.543.695.054.200.075
Dermcidins;D12.776.543.695.054.400
Hepcidins;D12.776.543.695.054.425
Histatins;D12.776.543.695.054.450
Magainins;D12.776.543.695.054.500
Melitten;D12.776.543.695.054.550
Polymyxins;D12.776.543.695.054.600
Colistin;D12.776.543.695.054.600.110
Polymyxin B;D12.776.543.695.054.600.750
Thionins;D12.776.543.695.054.800
Bacteriocins;D12.776.543.695.110
Nisin;D12.776.543.695.110.700
Pediocins;D12.776.543.695.110.850
Gramicidin;D12.776.543.695.221
Hemolysin Proteins;D12.776.543.695.444
Leukocidins;D12.776.543.695.750
Perforin;D12.776.543.695.875
Streptolysins;D12.776.543.695.937
Presenilins;D12.776.543.696
Presenilin-1;D12.776.543.696.500
Presenilin-2;D12.776.543.696.750
Protoporphyrinogen Oxidase;D12.776.543.697
Pulmonary Surfactant-Associated Protein B;D12.776.543.701
Pulmonary Surfactant-Associated Protein C;D12.776.543.717
Receptor Activity-Modifying Proteins;D12.776.543.725
Receptor Activity-Modifying Protein 1;D12.776.543.725.100
Receptor Activity-Modifying Protein 2;D12.776.543.725.200
Receptor Activity-Modifying Protein 3;D12.776.543.725.300
Receptor-Like Protein Tyrosine Phosphatases;D12.776.543.733
Receptor-Like Protein Tyrosine Phosphatases, Class 1;D12.776.543.733.937
Antigens, CD45;D12.776.543.733.937.500
Receptors, Cell Surface;D12.776.543.750
Advanced Glycosylation End Product-Specific Receptor;D12.776.543.750.006
Antigens, CD36;D12.776.543.750.011
Asialoglycoprotein Receptor;D12.776.543.750.024
Autoreceptors;D12.776.543.750.035
Methyl-Accepting Chemotaxis Proteins;D12.776.543.750.054
Patched Receptors;D12.776.543.750.058
Patched-1 Receptor;D12.776.543.750.058.500
Patched-2 Receptor;D12.776.543.750.058.750
Cysteine Loop Ligand-Gated Ion Channel Receptors;D12.776.543.750.130
Receptors, GABA-A;D12.776.543.750.130.500
Receptors, Glycine;D12.776.543.750.130.625
Receptors, Nicotinic;D12.776.543.750.130.687
alpha7 Nicotinic Acetylcholine Receptor;D12.776.543.750.130.687.500
Receptors, Serotonin, 5-HT3;D12.776.543.750.130.750
Endoglin;D12.776.543.750.250
Folate Receptors, GPI-Anchored;D12.776.543.750.301
Folate Receptor 1;D12.776.543.750.301.500
Folate Receptor 2;D12.776.543.750.301.750
Junctional Adhesion Molecule A;D12.776.543.750.400
Neuropilins;D12.776.543.750.590
Neuropilin-1;D12.776.543.750.590.500
Neuropilin-2;D12.776.543.750.590.750
Nogo Receptors;D12.776.543.750.600
Nogo Receptor 2;D12.776.543.750.600.250
Nogo Receptor 1;D12.776.543.750.600.500
Receptor Protein-Tyrosine Kinases;D12.776.543.750.630
Discoidin Domain Receptors;D12.776.543.750.630.005
Discoidin Domain Receptor 1;D12.776.543.750.630.005.500
Discoidin Domain Receptor 2;D12.776.543.750.630.005.750
ErbB Receptors;D12.776.543.750.630.009
Receptor, Epidermal Growth Factor;D12.776.543.750.630.009.300
Receptor, ErbB-2;D12.776.543.750.630.009.400
Receptor, ErbB-3;D12.776.543.750.630.009.500
Receptor, ErbB-4;D12.776.543.750.630.009.600
fms-Like Tyrosine Kinase 3;D12.776.543.750.630.020
Proto-Oncogene Proteins c-kit;D12.776.543.750.630.124
Proto-Oncogene Proteins c-met;D12.776.543.750.630.186
Proto-Oncogene Proteins c-ret;D12.776.543.750.630.217
Receptor Tyrosine Kinase-like Orphan Receptors;D12.776.543.750.630.233
Receptor, Fibroblast Growth Factor, Type 1;D12.776.543.750.630.440
Receptor, Fibroblast Growth Factor, Type 2;D12.776.543.750.630.441
Receptor, Fibroblast Growth Factor, Type 3;D12.776.543.750.630.442
Receptor, Fibroblast Growth Factor, Type 4;D12.776.543.750.630.443
Receptor, IGF Type 1;D12.776.543.750.630.468
Receptor, Insulin;D12.776.543.750.630.484
Receptor, Macrophage Colony-Stimulating Factor;D12.776.543.750.630.492
Receptor, trkA;D12.776.543.750.630.496
Receptor, trkB;D12.776.543.750.630.498
Receptor, trkC;D12.776.543.750.630.499
Receptors, Eph Family;D12.776.543.750.630.500
Receptor, EphA1;D12.776.543.750.630.500.050
Receptor, EphA2;D12.776.543.750.630.500.100
Receptor, EphA3;D12.776.543.750.630.500.150
Receptor, EphA4;D12.776.543.750.630.500.200
Receptor, EphA5;D12.776.543.750.630.500.250
Receptor, EphA6;D12.776.543.750.630.500.300
Receptor, EphA7;D12.776.543.750.630.500.350
Receptor, EphA8;D12.776.543.750.630.500.400
Receptor, EphB1;D12.776.543.750.630.500.450
Receptor, EphB2;D12.776.543.750.630.500.500
Receptor, EphB3;D12.776.543.750.630.500.687
Receptor, EphB4;D12.776.543.750.630.500.781
Receptor, EphB5;D12.776.543.750.630.500.875
Receptor, EphB6;D12.776.543.750.630.500.937
Receptors, Platelet-Derived Growth Factor;D12.776.543.750.630.625
Receptor, Platelet-Derived Growth Factor alpha;D12.776.543.750.630.625.300
Receptor, Platelet-Derived Growth Factor beta;D12.776.543.750.630.625.400
Receptors, TIE;D12.776.543.750.630.687
Receptor, TIE-1;D12.776.543.750.630.687.249
Receptor, TIE-2;D12.776.543.750.630.687.500
Receptors, Vascular Endothelial Growth Factor;D12.776.543.750.630.750
Vascular Endothelial Growth Factor Receptor-1;D12.776.543.750.630.750.100
Vascular Endothelial Growth Factor Receptor-2;D12.776.543.750.630.750.200
Vascular Endothelial Growth Factor Receptor-3;D12.776.543.750.630.750.300
Receptors, Adipokine;D12.776.543.750.650
Receptors, Adiponectin;D12.776.543.750.650.249
Receptors, Leptin;D12.776.543.750.650.500
Receptors, Artificial;D12.776.543.750.655
Receptors, Autocrine Motility Factor;D12.776.543.750.660
Receptors, Biogenic Amine;D12.776.543.750.670
Receptors, Catecholamine;D12.776.543.750.670.300
Receptors, Adrenergic;D12.776.543.750.670.300.300
Receptors, Adrenergic, alpha;D12.776.543.750.670.300.300.300
Receptors, Adrenergic, alpha-1;D12.776.543.750.670.300.300.300.100
Receptors, Adrenergic, alpha-2;D12.776.543.750.670.300.300.300.200
Receptors, Adrenergic, beta;D12.776.543.750.670.300.300.340
Receptors, Adrenergic, beta-1;D12.776.543.750.670.300.300.340.100
Receptors, Adrenergic, beta-2;D12.776.543.750.670.300.300.340.200
Receptors, Adrenergic, beta-3;D12.776.543.750.670.300.300.340.300
Receptors, Dopamine;D12.776.543.750.670.300.400
Receptors, Dopamine D1;D12.776.543.750.670.300.400.400
